0,215.5
1,707.5
2,-30.5
3,1039.0
4,614.5
5,2046.5
6,602.0
7,615.0
8,1012.5
9,1942.0
10,578.5
11,1125.5
12,870.0
13,857.0
14,2461.5
15,1788.0
16,1182.0
17,1087.0
18,493.0
19,959.0
20,1960.0
21,1537.0
22,2749.0
23,931.5
24,599.0
25,758.0
26,275.0
27,3343.0
28,1690.5
29,1818.0
30,2258.5
31,1071.5
32,1604.5
33,710.0
34,1534.5
35,2568.0
36,1167.0
37,2836.5
38,1402.0
39,1735.5
40,1507.0
41,1986.5
42,3044.0
43,2188.0
44,1723.5
45,2527.5
46,900.0
47,2164.5
48,2934.5
49,1664.5
50,1893.0
51,1293.0
52,2857.0
53,2863.5
54,2303.0
55,-829.0
56,1790.0
57,1650.0
58,2121.5
59,1438.0
60,2199.5
61,-562.5
62,2479.0
63,1774.0
64,1529.5
65,2048.5
66,2452.0
67,2764.5
68,3499.0
69,2857.5
70,1350.0
71,1997.0
72,3101.0
73,1929.5
74,2087.5
75,2362.0
76,-975.0
77,2581.0
78,2930.0
79,2552.0
80,3184.0
81,2624.0
82,3249.0
83,3601.5
84,3993.5
85,2399.0
86,3398.0
87,1164.0
88,1330.0
89,-2089.5
90,5107.0
91,1115.5
92,4123.5
93,1897.0
94,2409.5
95,1490.5
96,3686.0
97,2154.5
98,2272.5
99,2408.5
100,2837.0
101,2491.5
102,-7179.0
103,1.5
104,3182.5
105,2351.0
106,2155.5
107,4520.0
108,3330.0
109,4197.0
110,3013.0
111,3100.0
112,-145.0
113,4317.0
114,333.5
115,5096.0
116,1961.0
117,3760.5
118,3527.5
119,4836.5
120,4160.0
121,3031.0
122,4280.5
123,4028.5
124,3415.0
125,-179.0
126,5413.5
127,4459.0
128,5035.5
129,2295.0
130,183.5
131,5203.5
132,3458.5
133,2301.5
134,3730.5
135,5787.5
136,3066.0
137,3504.5
138,3863.5
139,4476.5
140,2827.5
141,647.5
142,5387.5
143,-1747.0
144,4813.5
145,4979.0
146,5550.5
147,3588.5
148,3910.5
149,-2564.5
150,5066.5
151,3960.5
152,5485.0
153,3253.0
154,3899.0
155,3532.0
156,4347.0
157,3515.5
158,4453.0
159,3412.0
160,5175.0
161,3983.0
162,3334.0
163,3912.5
164,4149.0
165,4815.5
166,5185.0
167,4753.0
168,3977.5
169,5253.0
170,4645.0
171,2624.0
172,4699.5
173,4731.0
174,4543.0
175,4085.0
176,4624.0
177,1544.0
178,6205.5
179,3285.0
180,3666.0
181,3955.0
182,225.0
183,4610.0
184,5696.5
185,4783.5
186,6192.5
187,3834.5
188,5394.0
189,5945.0
190,3986.5
191,3994.5
192,5891.0
193,4238.5
194,3166.5
195,3717.0
196,4880.0
197,5776.5
198,3851.0
199,3656.0
200,6613.0
201,4824.0
202,3606.5
203,4601.0
204,2757.0
205,5711.0
206,-5019.0
207,607.0
208,2357.5
209,5209.5
210,5289.0
211,3994.0
212,4834.5
213,4699.0
214,4561.0
215,5207.0
216,4379.5
217,4067.0
218,6153.0
219,-1405.0
220,4115.0
221,3171.5
222,4385.0
223,1838.0
224,4223.5
225,4950.0
226,4268.0
227,5088.5
228,5682.0
229,3300.5
