0,-1301.5
1,-1279.0
2,-2232.5
3,-1481.0
4,-1482.0
5,-1644.0
6,-1442.5
7,-1229.5
8,-1988.0
9,-1332.5
10,-1160.0
11,-1431.0
12,-1012.0
13,-814.0
14,-974.5
15,-1563.5
16,-1152.0
17,-1328.5
18,-1212.0
19,-1277.5
20,-1238.0
21,-1296.5
22,-1171.5
23,-1411.0
24,-1395.0
25,-1012.0
26,-1598.0
27,-1279.0
28,-1287.5
29,-790.5
30,-1255.0
31,-1291.5
32,-835.5
33,-1122.5
34,-1588.5
35,-1164.0
36,-1502.5
37,-1144.0
38,-1248.5
39,-1374.5
40,-939.0
41,-1483.5
42,-678.0
43,-1019.5
44,-1351.5
45,-1493.0
46,-1402.5
47,-990.0
48,-1185.5
49,-1100.5
50,-764.5
51,-994.0
52,-194.0
53,-1116.0
54,-1091.0
55,-1037.5
56,-751.0
57,-1035.0
58,-970.0
59,-706.0
60,-747.5
61,-763.5
62,-780.5
63,-549.0
64,-1406.5
65,-1011.0
66,-578.0
67,-724.5
68,-1506.5
69,-981.0
70,-696.0
71,-947.5
72,-777.0
73,-928.0
74,-675.5
75,-463.0
76,-759.0
77,-517.0
78,-712.0
79,-1036.0
80,-559.0
81,-794.5
82,-876.0
83,-320.5
84,-897.5
85,-1295.5
86,-977.0
87,-681.5
88,-836.5
89,-402.0
90,-734.0
91,-1435.5
92,-1225.5
93,-1217.0
94,-770.0
95,-453.0
96,-624.0
97,-1840.0
98,-651.0
99,-843.0
100,-659.0
101,-987.0
102,-921.5
103,-1586.5
104,-1041.5
105,-1254.0
106,-1100.5
107,-656.5
108,-770.5
109,-1543.5
110,-570.0
111,-940.0
112,-841.5
113,-823.0
114,-797.0
115,-845.0
116,-947.0
117,-1019.0
118,-1058.0
119,-474.0
120,-1167.5
121,-974.5
122,-929.0
123,-691.0
124,-866.0
125,-949.0
126,-734.0
127,-792.5
128,-958.5
129,-494.0
130,-890.5
131,-984.5
132,-961.0
133,-865.0
134,-681.0
135,-598.5
136,-1122.5
137,-742.0
138,-1055.0
139,-1452.5
140,-663.5
141,-1128.0
142,-814.0
143,-486.5
144,-823.0
145,-677.5
146,-533.0
147,-574.0
148,-679.5
