0,23551.5
1,21997.5
2,1725.0
3,20305.5
4,28449.0
5,44898.0
6,34239.0
7,26565.0
8,26872.5
9,14631.0
10,21604.5
11,15309.0
12,9594.0
13,20644.5
14,6408.0
15,-6304.5
16,44625.0
17,22743.0
18,4992.0
19,22395.0
20,-2098.5
21,22329.0
22,40596.0
23,29910.0
24,-11610.0
25,14091.0
26,-3124.5
27,43620.0
28,28177.5
29,25624.5
30,36696.0
31,17944.5
32,-21457.5
33,35935.5
34,576.0
35,3432.0
36,6990.0
37,13309.5
38,5707.5
39,34687.5
40,16326.0
41,34216.5
42,24652.5
43,25843.5
44,17385.0
45,13575.0
46,43056.0
47,31344.0
48,25884.0
49,-6948.0
50,6091.5
51,16167.0
52,34188.0
53,24511.5
54,43354.5
55,29325.0
56,873.0
57,30024.0
58,9813.0
59,-30582.0
60,21084.0
61,8058.0
62,35409.0
63,-6066.0
64,19701.0
65,-34519.5
66,39534.0
67,17770.5
68,1455.0
69,-15918.0
70,15685.5
71,1000.5
72,-7836.0
73,20730.0
74,-4350.0
75,40722.0
76,18657.0
77,3886.5
78,18744.0
79,-7143.0
80,-10746.0
81,-29787.0
82,-12550.5
83,39744.0
84,-24643.5
85,-53389.5
86,-23770.5
87,-64840.5
88,-17875.5
89,-8817.0
90,-7612.5
91,-59193.0
92,-86823.0
93,-90420.0
94,-3007.5
95,-5671.5
96,-10789.5
97,3505.5
98,-28600.5
99,-36442.5
100,-32938.5
101,1621.5
102,-511.5
103,-46699.5
104,-22447.5
105,14887.5
106,-9520.5
107,-64744.5
108,3595.5
109,-28591.5
110,1735.5
111,30045.0
112,-24025.5
113,-19083.0
114,-16567.5
115,-1467.0
116,25155.0
117,8598.0
118,16864.5
119,-12124.5
120,-9643.5
121,-26364.0
122,-27106.5
123,-36183.0
124,-39709.5
125,-16482.0
126,26824.5
127,4441.5
128,-17955.0
129,-45142.5
130,-24750.0
131,-12532.5
132,43620.0
133,-14952.0
134,32077.5
135,35920.5
136,-14659.5
137,-15645.0
138,-15060.0
139,-5287.5
140,14799.0
141,-48312.0
142,30453.0
143,-66741.0
144,30679.5
145,-55056.0
146,4629.0
147,-35041.5
148,3715.5
149,4947.0
150,21489.0
151,-1318.5
152,-11248.5
153,31515.0
154,5338.5
155,-11683.5
156,-21406.5
157,-24025.5
158,-22875.0
159,-32166.0
160,-7173.0
161,-11209.5
162,20223.0
163,-18445.5
164,-4446.0
165,-30528.0
166,2178.0
167,-14599.5
168,-54478.5
169,14350.5
170,23041.5
171,-756.0
172,21049.5
173,-36004.5
174,9369.0
175,6483.0
176,12327.0
177,26484.0
178,-10959.0
179,35427.0
180,-9723.0
181,-14154.0
182,20488.5
183,33136.5
184,26638.5
185,-3874.5
186,-65338.5
187,-8200.5
188,-43780.5
189,23671.5
190,-52288.5
191,18072.0
192,-18634.5
193,-5322.0
194,-36213.0
195,-11743.5
196,49731.0
197,-24385.5
198,-25321.5
199,-28978.5
200,41067.0
201,-39780.0
202,-13413.0
203,-42573.0
204,-15084.0
205,-59403.0
206,-50979.0
207,-30166.5
208,-73243.5
209,15901.5
210,33601.5
211,-27637.5
212,44697.0
213,-9438.0
214,-12148.5
215,-39148.5
216,-28606.5
217,50938.5
218,-27949.5
219,-46275.0
220,32247.0
221,8143.5
222,-57567.0
223,30439.5
224,-2224.5
225,16002.0
226,-27946.5
227,29008.5
228,38406.0
229,-3366.0
230,19398.0
231,-16842.0
232,7216.5
233,8415.0
234,-33604.5
235,27157.5
236,41571.0
237,32407.5
238,10479.0
239,13014.0
240,26301.0
241,29235.0
242,27858.0
243,8446.5
244,-12075.0
245,22251.0
246,25095.0
247,37149.0
248,17889.0
249,15301.5
250,23092.5
251,12937.5
252,26926.5
253,7683.0
254,28326.0
255,36519.0
256,35341.5
257,-24798.0
258,-10189.5
259,16560.0
260,-7759.5
261,12193.5
262,14274.0
263,7429.5
264,-53787.0
265,41194.5
266,22726.5
267,23043.0
268,799.5
269,-17166.0
270,20335.5
271,12631.5
272,14127.0
273,13015.5
274,-7359.0
275,-9645.0
276,-16687.5
277,-15544.5
